1, gpu_percent:    4% | 483MB
2, gpu_percent:   37% | 567MB
3, gpu_percent:   38% | 567MB
4, gpu_percent:   32% | 567MB
5, gpu_percent:   39% | 567MB
6, gpu_percent:   38% | 567MB
7, gpu_percent:   35% | 567MB
8, gpu_percent:   37% | 571MB
9, gpu_percent:   39% | 571MB
10, gpu_percent:   38% | 571MB
11, gpu_percent:   36% | 571MB
12, gpu_percent:   33% | 571MB
13, gpu_percent:   34% | 571MB
14, gpu_percent:    0% | 647MB
15, gpu_percent:   68% | 647MB
16, gpu_percent:   11% | 651MB
17, gpu_percent:   11% | 651MB
18, gpu_percent:   11% | 655MB
19, gpu_percent:   10% | 655MB
20, gpu_percent:   12% | 655MB
21, gpu_percent:   12% | 655MB
22, gpu_percent:   12% | 655MB
23, gpu_percent:   14% | 655MB
24, gpu_percent:   12% | 655MB
25, gpu_percent:   12% | 655MB
26, gpu_percent:   12% | 655MB
27, gpu_percent:   42% | 655MB
28, gpu_percent:   35% | 655MB
29, gpu_percent:   33% | 655MB
30, gpu_percent:   40% | 655MB
31, gpu_percent:   34% | 655MB
32, gpu_percent:   37% | 655MB
33, gpu_percent:   33% | 655MB
34, gpu_percent:   39% | 655MB
35, gpu_percent:   36% | 655MB
36, gpu_percent:   35% | 655MB
37, gpu_percent:   33% | 655MB
38, gpu_percent:   33% | 655MB
39, gpu_percent:    0% | 655MB
40, gpu_percent:   76% | 655MB
41, gpu_percent:   14% | 655MB
42, gpu_percent:   13% | 655MB
43, gpu_percent:   12% | 655MB
44, gpu_percent:   11% | 655MB
45, gpu_percent:   11% | 655MB
46, gpu_percent:   12% | 655MB
47, gpu_percent:   12% | 655MB
48, gpu_percent:   11% | 655MB
49, gpu_percent:   11% | 655MB
50, gpu_percent:   11% | 655MB
51, gpu_percent:   33% | 655MB
52, gpu_percent:   34% | 655MB
53, gpu_percent:   39% | 655MB
54, gpu_percent:   34% | 655MB
55, gpu_percent:   33% | 655MB
56, gpu_percent:   39% | 655MB
57, gpu_percent:   35% | 655MB
58, gpu_percent:   33% | 655MB
59, gpu_percent:   34% | 655MB
60, gpu_percent:   37% | 655MB
61, gpu_percent:   36% | 655MB
62, gpu_percent:   33% | 655MB
63, gpu_percent:    4% | 655MB
64, gpu_percent:    0% | 655MB
65, gpu_percent:   13% | 655MB
66, gpu_percent:   13% | 655MB
67, gpu_percent:   13% | 655MB
68, gpu_percent:   14% | 655MB
69, gpu_percent:   12% | 655MB
70, gpu_percent:   14% | 655MB
71, gpu_percent:   12% | 655MB
72, gpu_percent:   14% | 655MB
73, gpu_percent:   14% | 655MB
74, gpu_percent:   14% | 655MB
75, gpu_percent:   21% | 655MB
76, gpu_percent:   40% | 655MB
77, gpu_percent:   35% | 655MB
78, gpu_percent:   38% | 655MB
79, gpu_percent:   34% | 655MB
80, gpu_percent:   40% | 655MB
81, gpu_percent:   33% | 655MB
82, gpu_percent:   35% | 655MB
83, gpu_percent:   37% | 655MB
84, gpu_percent:   40% | 655MB
85, gpu_percent:   36% | 655MB
86, gpu_percent:   33% | 655MB
87, gpu_percent:   33% | 655MB
88, gpu_percent:    0% | 655MB
89, gpu_percent:   75% | 655MB
90, gpu_percent:   12% | 655MB
91, gpu_percent:   11% | 655MB
92, gpu_percent:   13% | 655MB
93, gpu_percent:   11% | 655MB
94, gpu_percent:   12% | 655MB
95, gpu_percent:   12% | 655MB
96, gpu_percent:   12% | 655MB
97, gpu_percent:   11% | 655MB
98, gpu_percent:   11% | 655MB
99, gpu_percent:   11% | 655MB
100, gpu_percent:   33% | 655MB
101, gpu_percent:   35% | 655MB
102, gpu_percent:   33% | 655MB
103, gpu_percent:   34% | 655MB
104, gpu_percent:   33% | 655MB
105, gpu_percent:   34% | 655MB
106, gpu_percent:   35% | 655MB
107, gpu_percent:   36% | 655MB
108, gpu_percent:   38% | 655MB
109, gpu_percent:   33% | 655MB
110, gpu_percent:   38% | 655MB
111, gpu_percent:   34% | 655MB
112, gpu_percent:    0% | 655MB
113, gpu_percent:   76% | 655MB
114, gpu_percent:   13% | 655MB
115, gpu_percent:   11% | 655MB
116, gpu_percent:   13% | 655MB
117, gpu_percent:   13% | 655MB
118, gpu_percent:   12% | 655MB
119, gpu_percent:   14% | 655MB
120, gpu_percent:   14% | 655MB
121, gpu_percent:   12% | 655MB
122, gpu_percent:   12% | 655MB
123, gpu_percent:   12% | 655MB
124, gpu_percent:   18% | 655MB
125, gpu_percent:   34% | 655MB
126, gpu_percent:   35% | 655MB
127, gpu_percent:   38% | 655MB
128, gpu_percent:   35% | 655MB
129, gpu_percent:   34% | 655MB
130, gpu_percent:   34% | 655MB
131, gpu_percent:   36% | 655MB
132, gpu_percent:   36% | 655MB
133, gpu_percent:   36% | 655MB
134, gpu_percent:   38% | 655MB
135, gpu_percent:   35% | 655MB
136, gpu_percent:   33% | 655MB
137, gpu_percent:    0% | 655MB
138, gpu_percent:   80% | 655MB
139, gpu_percent:   12% | 655MB
140, gpu_percent:   12% | 655MB
141, gpu_percent:   12% | 655MB
142, gpu_percent:   12% | 655MB
143, gpu_percent:   13% | 655MB
144, gpu_percent:   14% | 655MB
145, gpu_percent:   14% | 655MB
146, gpu_percent:   12% | 655MB
147, gpu_percent:   14% | 655MB
148, gpu_percent:   11% | 655MB
149, gpu_percent:   39% | 655MB
150, gpu_percent:   33% | 655MB
151, gpu_percent:   35% | 655MB
152, gpu_percent:   35% | 655MB
153, gpu_percent:   33% | 655MB
154, gpu_percent:   34% | 655MB
155, gpu_percent:   33% | 655MB
156, gpu_percent:   38% | 655MB
157, gpu_percent:   36% | 655MB
158, gpu_percent:   39% | 655MB
159, gpu_percent:   35% | 655MB
160, gpu_percent:   33% | 655MB
161, gpu_percent:    0% | 655MB
162, gpu_percent:   79% | 655MB
163, gpu_percent:   13% | 655MB
164, gpu_percent:   13% | 655MB
165, gpu_percent:   12% | 655MB
166, gpu_percent:   14% | 655MB
167, gpu_percent:   14% | 655MB
168, gpu_percent:   12% | 655MB
169, gpu_percent:   12% | 655MB
170, gpu_percent:   14% | 655MB
171, gpu_percent:   14% | 655MB
172, gpu_percent:   13% | 655MB
173, gpu_percent:   35% | 655MB
174, gpu_percent:   39% | 655MB
175, gpu_percent:   37% | 655MB
176, gpu_percent:   34% | 655MB
177, gpu_percent:   37% | 655MB
178, gpu_percent:   36% | 655MB
179, gpu_percent:   37% | 655MB
180, gpu_percent:   34% | 655MB
181, gpu_percent:   40% | 655MB
182, gpu_percent:   37% | 655MB
183, gpu_percent:   37% | 655MB
184, gpu_percent:   40% | 655MB
185, gpu_percent:    0% | 655MB
186, gpu_percent:   81% | 655MB
187, gpu_percent:   12% | 655MB
188, gpu_percent:   13% | 655MB
189, gpu_percent:   12% | 655MB
190, gpu_percent:   11% | 655MB
191, gpu_percent:   13% | 655MB
192, gpu_percent:   11% | 655MB
193, gpu_percent:   11% | 655MB
194, gpu_percent:   14% | 655MB
195, gpu_percent:   11% | 655MB
196, gpu_percent:   11% | 655MB
197, gpu_percent:   34% | 655MB
198, gpu_percent:   33% | 655MB
199, gpu_percent:   39% | 655MB
200, gpu_percent:   35% | 655MB
201, gpu_percent:   35% | 655MB
202, gpu_percent:   39% | 655MB
203, gpu_percent:   33% | 655MB
204, gpu_percent:   33% | 655MB
205, gpu_percent:   34% | 655MB
206, gpu_percent:   35% | 655MB
207, gpu_percent:   36% | 655MB
208, gpu_percent:   38% | 655MB
209, gpu_percent:    0% | 655MB
210, gpu_percent:   32% | 655MB
211, gpu_percent:   13% | 655MB
212, gpu_percent:   12% | 655MB
213, gpu_percent:   14% | 655MB
214, gpu_percent:   12% | 655MB
215, gpu_percent:   12% | 655MB
216, gpu_percent:   12% | 655MB
217, gpu_percent:   10% | 655MB
218, gpu_percent:   14% | 655MB
219, gpu_percent:   12% | 655MB
220, gpu_percent:   12% | 655MB
221, gpu_percent:   11% | 655MB
222, gpu_percent:   39% | 655MB
223, gpu_percent:   37% | 655MB
224, gpu_percent:   36% | 655MB
225, gpu_percent:   42% | 655MB
226, gpu_percent:   35% | 655MB
227, gpu_percent:   37% | 655MB
228, gpu_percent:   34% | 655MB
229, gpu_percent:   36% | 655MB
230, gpu_percent:   36% | 655MB
231, gpu_percent:   35% | 655MB
232, gpu_percent:   33% | 655MB
233, gpu_percent:   40% | 655MB
234, gpu_percent:    0% | 655MB
235, gpu_percent:   82% | 655MB
236, gpu_percent:   12% | 655MB
237, gpu_percent:   10% | 655MB
238, gpu_percent:   12% | 655MB
239, gpu_percent:   11% | 655MB
