1, gpu_percent:    2% | 663MB
2, gpu_percent:   91% | 713MB
3, gpu_percent:   92% | 713MB
4, gpu_percent:   91% | 713MB
5, gpu_percent:   91% | 713MB
6, gpu_percent:   92% | 713MB
7, gpu_percent:   91% | 713MB
8, gpu_percent:   92% | 713MB
9, gpu_percent:   91% | 713MB
10, gpu_percent:   91% | 713MB
11, gpu_percent:   91% | 713MB
12, gpu_percent:   91% | 713MB
13, gpu_percent:   92% | 713MB
14, gpu_percent:   91% | 713MB
15, gpu_percent:   91% | 713MB
16, gpu_percent:   92% | 713MB
17, gpu_percent:   92% | 713MB
18, gpu_percent:   91% | 713MB
19, gpu_percent:   92% | 713MB
20, gpu_percent:   91% | 713MB
21, gpu_percent:   91% | 713MB
22, gpu_percent:   91% | 713MB
23, gpu_percent:   91% | 713MB
24, gpu_percent:   92% | 713MB
25, gpu_percent:   91% | 713MB
26, gpu_percent:   91% | 713MB
27, gpu_percent:   92% | 713MB
28, gpu_percent:   91% | 713MB
29, gpu_percent:   91% | 713MB
30, gpu_percent:   91% | 713MB
31, gpu_percent:   92% | 713MB
32, gpu_percent:   92% | 713MB
33, gpu_percent:   92% | 713MB
34, gpu_percent:   91% | 713MB
35, gpu_percent:   91% | 713MB
36, gpu_percent:   91% | 713MB
37, gpu_percent:   91% | 713MB
38, gpu_percent:   91% | 713MB
39, gpu_percent:   92% | 713MB
40, gpu_percent:   91% | 713MB
41, gpu_percent:   91% | 713MB
42, gpu_percent:   91% | 713MB
43, gpu_percent:   92% | 713MB
44, gpu_percent:   92% | 713MB
45, gpu_percent:   91% | 713MB
46, gpu_percent:   91% | 713MB
47, gpu_percent:   91% | 713MB
48, gpu_percent:   92% | 713MB
49, gpu_percent:   91% | 713MB
50, gpu_percent:   91% | 713MB
51, gpu_percent:   91% | 713MB
52, gpu_percent:   91% | 713MB
53, gpu_percent:   91% | 713MB
54, gpu_percent:   91% | 713MB
55, gpu_percent:   91% | 713MB
56, gpu_percent:   92% | 713MB
57, gpu_percent:   91% | 713MB
58, gpu_percent:   92% | 713MB
59, gpu_percent:   91% | 713MB
60, gpu_percent:   91% | 713MB
61, gpu_percent:   91% | 713MB
62, gpu_percent:   91% | 713MB
63, gpu_percent:   91% | 713MB
64, gpu_percent:   92% | 713MB
65, gpu_percent:   91% | 713MB
66, gpu_percent:   91% | 713MB
67, gpu_percent:   91% | 713MB
68, gpu_percent:   92% | 713MB
69, gpu_percent:   91% | 713MB
70, gpu_percent:   91% | 713MB
71, gpu_percent:   91% | 713MB
72, gpu_percent:   91% | 713MB
73, gpu_percent:   92% | 713MB
74, gpu_percent:   91% | 713MB
75, gpu_percent:   91% | 713MB
76, gpu_percent:   91% | 713MB
77, gpu_percent:   91% | 713MB
78, gpu_percent:   91% | 713MB
79, gpu_percent:   91% | 713MB
80, gpu_percent:   91% | 713MB
81, gpu_percent:   91% | 713MB
82, gpu_percent:   92% | 713MB
83, gpu_percent:   91% | 713MB
84, gpu_percent:   91% | 713MB
85, gpu_percent:   91% | 713MB
