1, gpu_percent:    0% | 147MB
2, gpu_percent:   16% | 437MB
3, gpu_percent:   96% | 595MB
4, gpu_percent:   96% | 595MB
5, gpu_percent:   96% | 595MB
6, gpu_percent:   96% | 595MB
7, gpu_percent:   96% | 595MB
8, gpu_percent:   96% | 595MB
9, gpu_percent:   96% | 595MB
10, gpu_percent:   95% | 595MB
11, gpu_percent:   96% | 595MB
12, gpu_percent:   96% | 595MB
13, gpu_percent:   96% | 595MB
14, gpu_percent:   96% | 595MB
15, gpu_percent:   96% | 595MB
16, gpu_percent:   96% | 595MB
17, gpu_percent:   96% | 595MB
18, gpu_percent:   96% | 595MB
19, gpu_percent:   96% | 595MB
20, gpu_percent:   96% | 595MB
21, gpu_percent:   96% | 595MB
22, gpu_percent:   96% | 595MB
23, gpu_percent:   96% | 595MB
24, gpu_percent:   96% | 595MB
25, gpu_percent:   96% | 595MB
26, gpu_percent:   96% | 595MB
27, gpu_percent:   96% | 595MB
28, gpu_percent:   96% | 595MB
29, gpu_percent:   96% | 595MB
30, gpu_percent:   96% | 595MB
31, gpu_percent:   96% | 595MB
32, gpu_percent:   96% | 595MB
33, gpu_percent:   96% | 595MB
34, gpu_percent:   96% | 595MB
35, gpu_percent:   96% | 595MB
36, gpu_percent:   96% | 595MB
37, gpu_percent:   96% | 595MB
38, gpu_percent:   96% | 595MB
39, gpu_percent:   96% | 595MB
40, gpu_percent:   96% | 595MB
41, gpu_percent:   96% | 595MB
42, gpu_percent:   96% | 595MB
43, gpu_percent:   96% | 595MB
44, gpu_percent:   96% | 595MB
45, gpu_percent:   96% | 595MB
46, gpu_percent:   96% | 595MB
47, gpu_percent:   96% | 595MB
48, gpu_percent:   96% | 595MB
49, gpu_percent:   96% | 595MB
50, gpu_percent:   95% | 595MB
51, gpu_percent:   96% | 595MB
52, gpu_percent:   95% | 595MB
53, gpu_percent:   96% | 595MB
54, gpu_percent:   96% | 595MB
55, gpu_percent:   96% | 595MB
56, gpu_percent:   95% | 595MB
57, gpu_percent:   96% | 595MB
58, gpu_percent:   96% | 595MB
59, gpu_percent:   96% | 595MB
60, gpu_percent:   96% | 595MB
61, gpu_percent:   96% | 595MB
62, gpu_percent:   96% | 595MB
63, gpu_percent:   96% | 595MB
64, gpu_percent:   96% | 595MB
65, gpu_percent:   96% | 595MB
66, gpu_percent:   95% | 595MB
67, gpu_percent:   95% | 595MB
68, gpu_percent:   96% | 595MB
69, gpu_percent:   96% | 595MB
70, gpu_percent:   96% | 595MB
71, gpu_percent:   96% | 595MB
72, gpu_percent:   96% | 595MB
73, gpu_percent:   96% | 595MB
74, gpu_percent:   96% | 595MB
75, gpu_percent:   95% | 595MB
76, gpu_percent:   96% | 595MB
77, gpu_percent:   96% | 595MB
78, gpu_percent:   96% | 595MB
79, gpu_percent:   96% | 595MB
80, gpu_percent:   96% | 595MB
81, gpu_percent:   96% | 595MB
82, gpu_percent:   96% | 595MB
83, gpu_percent:   96% | 595MB
84, gpu_percent:   96% | 595MB
85, gpu_percent:   96% | 595MB
