1, gpu_percent:    2% | 171MB
2, gpu_percent:    4% | 287MB
3, gpu_percent:    6% | 363MB
4, gpu_percent:   22% | 517MB
5, gpu_percent:   23% | 517MB
6, gpu_percent:   22% | 517MB
7, gpu_percent:   23% | 517MB
8, gpu_percent:   22% | 517MB
9, gpu_percent:   21% | 517MB
10, gpu_percent:   23% | 517MB
11, gpu_percent:   24% | 517MB
12, gpu_percent:   20% | 517MB
13, gpu_percent:   23% | 517MB
14, gpu_percent:   24% | 517MB
15, gpu_percent:   24% | 517MB
16, gpu_percent:   22% | 517MB
17, gpu_percent:   22% | 517MB
18, gpu_percent:   23% | 517MB
19, gpu_percent:   23% | 517MB
20, gpu_percent:   23% | 517MB
21, gpu_percent:   26% | 517MB
22, gpu_percent:   24% | 517MB
23, gpu_percent:   23% | 517MB
24, gpu_percent:   25% | 517MB
25, gpu_percent:   20% | 517MB
26, gpu_percent:   23% | 517MB
27, gpu_percent:   22% | 517MB
28, gpu_percent:   24% | 517MB
29, gpu_percent:   21% | 517MB
30, gpu_percent:   22% | 517MB
31, gpu_percent:   24% | 517MB
32, gpu_percent:   20% | 517MB
33, gpu_percent:   22% | 517MB
34, gpu_percent:   23% | 517MB
35, gpu_percent:   24% | 517MB
36, gpu_percent:   21% | 517MB
37, gpu_percent:   23% | 517MB
38, gpu_percent:   23% | 517MB
39, gpu_percent:   24% | 517MB
40, gpu_percent:   22% | 517MB
41, gpu_percent:   23% | 517MB
42, gpu_percent:   24% | 517MB
43, gpu_percent:   24% | 517MB
44, gpu_percent:   21% | 517MB
45, gpu_percent:   24% | 517MB
46, gpu_percent:   26% | 517MB
47, gpu_percent:   25% | 517MB
48, gpu_percent:   22% | 517MB
49, gpu_percent:   22% | 517MB
50, gpu_percent:   23% | 517MB
51, gpu_percent:   24% | 517MB
52, gpu_percent:   20% | 517MB
53, gpu_percent:   24% | 517MB
54, gpu_percent:   24% | 517MB
55, gpu_percent:   21% | 517MB
56, gpu_percent:   23% | 517MB
57, gpu_percent:   23% | 517MB
58, gpu_percent:   22% | 517MB
59, gpu_percent:   21% | 517MB
60, gpu_percent:   20% | 517MB
61, gpu_percent:   22% | 517MB
62, gpu_percent:   23% | 517MB
63, gpu_percent:   25% | 517MB
64, gpu_percent:   22% | 517MB
65, gpu_percent:   25% | 517MB
66, gpu_percent:   25% | 517MB
67, gpu_percent:   26% | 517MB
68, gpu_percent:   23% | 517MB
69, gpu_percent:   24% | 517MB
70, gpu_percent:   25% | 517MB
71, gpu_percent:   18% | 517MB
72, gpu_percent:   24% | 517MB
73, gpu_percent:   23% | 517MB
74, gpu_percent:   24% | 517MB
75, gpu_percent:   22% | 517MB
76, gpu_percent:   21% | 517MB
77, gpu_percent:   22% | 517MB
78, gpu_percent:   21% | 517MB
79, gpu_percent:   26% | 517MB
80, gpu_percent:   26% | 517MB
81, gpu_percent:   26% | 517MB
82, gpu_percent:   26% | 517MB
83, gpu_percent:   23% | 517MB
84, gpu_percent:   26% | 517MB
85, gpu_percent:   23% | 517MB
86, gpu_percent:   27% | 517MB
87, gpu_percent:   25% | 517MB
88, gpu_percent:   23% | 517MB
89, gpu_percent:   27% | 517MB
90, gpu_percent:   22% | 517MB
91, gpu_percent:   27% | 517MB
92, gpu_percent:   25% | 517MB
93, gpu_percent:   26% | 517MB
94, gpu_percent:   25% | 517MB
95, gpu_percent:   20% | 517MB
96, gpu_percent:   24% | 517MB
97, gpu_percent:   26% | 517MB
98, gpu_percent:   21% | 517MB
99, gpu_percent:   21% | 517MB
100, gpu_percent:   21% | 517MB
101, gpu_percent:   27% | 517MB
102, gpu_percent:   25% | 517MB
103, gpu_percent:   23% | 517MB
104, gpu_percent:   24% | 517MB
105, gpu_percent:   26% | 517MB
