1, gpu_percent:    6% | 513MB
2, gpu_percent:   61% | 595MB
3, gpu_percent:   65% | 595MB
4, gpu_percent:   66% | 595MB
5, gpu_percent:   66% | 595MB
6, gpu_percent:   62% | 595MB
7, gpu_percent:   13% | 595MB
8, gpu_percent:   11% | 595MB
9, gpu_percent:   12% | 595MB
10, gpu_percent:   13% | 595MB
11, gpu_percent:   14% | 595MB
12, gpu_percent:   14% | 595MB
13, gpu_percent:   15% | 595MB
14, gpu_percent:   14% | 595MB
15, gpu_percent:   15% | 595MB
16, gpu_percent:   14% | 595MB
17, gpu_percent:   14% | 595MB
18, gpu_percent:   15% | 595MB
19, gpu_percent:   15% | 595MB
20, gpu_percent:   13% | 595MB
21, gpu_percent:   15% | 595MB
22, gpu_percent:   14% | 595MB
23, gpu_percent:   15% | 595MB
24, gpu_percent:   15% | 595MB
25, gpu_percent:   61% | 595MB
26, gpu_percent:   65% | 595MB
27, gpu_percent:   65% | 595MB
28, gpu_percent:   58% | 595MB
29, gpu_percent:   60% | 595MB
30, gpu_percent:   12% | 595MB
31, gpu_percent:   11% | 595MB
32, gpu_percent:   12% | 595MB
33, gpu_percent:   12% | 595MB
34, gpu_percent:   12% | 595MB
35, gpu_percent:   11% | 595MB
36, gpu_percent:   10% | 595MB
37, gpu_percent:   10% | 595MB
38, gpu_percent:   10% | 595MB
39, gpu_percent:   10% | 595MB
40, gpu_percent:   10% | 595MB
41, gpu_percent:   10% | 595MB
42, gpu_percent:   11% | 595MB
43, gpu_percent:   10% | 595MB
44, gpu_percent:   10% | 595MB
45, gpu_percent:   11% | 595MB
46, gpu_percent:   11% | 595MB
47, gpu_percent:   11% | 595MB
48, gpu_percent:   11% | 595MB
49, gpu_percent:   12% | 595MB
50, gpu_percent:   64% | 595MB
51, gpu_percent:   62% | 595MB
52, gpu_percent:   63% | 595MB
53, gpu_percent:   63% | 595MB
54, gpu_percent:   66% | 595MB
55, gpu_percent:   20% | 595MB
56, gpu_percent:   12% | 595MB
57, gpu_percent:   12% | 595MB
58, gpu_percent:   14% | 595MB
59, gpu_percent:   14% | 595MB
60, gpu_percent:   13% | 595MB
61, gpu_percent:   13% | 595MB
62, gpu_percent:   14% | 595MB
63, gpu_percent:   16% | 595MB
64, gpu_percent:   16% | 595MB
65, gpu_percent:   14% | 595MB
66, gpu_percent:   15% | 595MB
67, gpu_percent:   15% | 595MB
68, gpu_percent:   14% | 595MB
69, gpu_percent:   14% | 595MB
70, gpu_percent:   14% | 595MB
71, gpu_percent:   15% | 595MB
72, gpu_percent:   14% | 595MB
73, gpu_percent:   63% | 595MB
74, gpu_percent:   63% | 595MB
75, gpu_percent:   63% | 595MB
76, gpu_percent:   64% | 595MB
77, gpu_percent:   62% | 595MB
78, gpu_percent:   48% | 595MB
79, gpu_percent:   13% | 595MB
80, gpu_percent:   12% | 595MB
81, gpu_percent:   12% | 595MB
82, gpu_percent:   12% | 595MB
83, gpu_percent:   12% | 595MB
84, gpu_percent:   12% | 595MB
85, gpu_percent:   12% | 595MB
86, gpu_percent:   11% | 595MB
87, gpu_percent:   13% | 595MB
88, gpu_percent:   12% | 595MB
89, gpu_percent:   11% | 595MB
90, gpu_percent:   12% | 595MB
91, gpu_percent:   12% | 595MB
92, gpu_percent:   12% | 595MB
93, gpu_percent:   12% | 595MB
94, gpu_percent:   12% | 595MB
95, gpu_percent:   12% | 595MB
96, gpu_percent:   63% | 595MB
97, gpu_percent:   63% | 595MB
98, gpu_percent:   62% | 595MB
99, gpu_percent:   64% | 595MB
100, gpu_percent:   62% | 595MB
101, gpu_percent:   65% | 595MB
102, gpu_percent:   12% | 595MB
103, gpu_percent:   12% | 595MB
104, gpu_percent:   12% | 595MB
105, gpu_percent:   12% | 595MB
106, gpu_percent:   14% | 595MB
107, gpu_percent:   13% | 595MB
108, gpu_percent:   14% | 595MB
109, gpu_percent:   15% | 595MB
110, gpu_percent:   15% | 595MB
111, gpu_percent:   14% | 595MB
112, gpu_percent:   14% | 595MB
113, gpu_percent:   15% | 595MB
114, gpu_percent:   14% | 595MB
115, gpu_percent:   15% | 595MB
116, gpu_percent:   14% | 595MB
117, gpu_percent:   15% | 595MB
118, gpu_percent:   14% | 595MB
119, gpu_percent:   14% | 595MB
120, gpu_percent:   66% | 595MB
121, gpu_percent:   63% | 595MB
122, gpu_percent:   64% | 595MB
123, gpu_percent:   64% | 595MB
124, gpu_percent:   63% | 595MB
125, gpu_percent:   11% | 595MB
126, gpu_percent:   13% | 595MB
127, gpu_percent:   12% | 595MB
128, gpu_percent:   12% | 595MB
129, gpu_percent:   13% | 595MB
130, gpu_percent:   11% | 595MB
131, gpu_percent:   12% | 595MB
132, gpu_percent:   12% | 595MB
133, gpu_percent:   12% | 595MB
134, gpu_percent:   12% | 595MB
135, gpu_percent:   12% | 595MB
136, gpu_percent:   12% | 595MB
137, gpu_percent:   12% | 595MB
138, gpu_percent:   12% | 595MB
139, gpu_percent:   12% | 595MB
140, gpu_percent:   12% | 595MB
141, gpu_percent:   12% | 595MB
142, gpu_percent:   11% | 595MB
143, gpu_percent:   61% | 595MB
144, gpu_percent:   63% | 595MB
145, gpu_percent:   61% | 595MB
146, gpu_percent:   60% | 595MB
147, gpu_percent:   63% | 595MB
148, gpu_percent:   64% | 595MB
149, gpu_percent:   12% | 595MB
150, gpu_percent:   11% | 595MB
151, gpu_percent:   12% | 595MB
152, gpu_percent:   14% | 595MB
153, gpu_percent:   14% | 595MB
154, gpu_percent:   14% | 595MB
155, gpu_percent:   14% | 595MB
