1, gpu_percent:    3% | 4125MB
2, gpu_percent:   96% | 4125MB
3, gpu_percent:   96% | 4125MB
4, gpu_percent:   96% | 4125MB
5, gpu_percent:   96% | 4125MB
6, gpu_percent:   96% | 4125MB
7, gpu_percent:   96% | 4125MB
8, gpu_percent:   96% | 4125MB
9, gpu_percent:   96% | 4125MB
10, gpu_percent:   96% | 4125MB
11, gpu_percent:   96% | 4125MB
12, gpu_percent:   96% | 4125MB
13, gpu_percent:   96% | 4125MB
14, gpu_percent:   96% | 4125MB
15, gpu_percent:   96% | 4125MB
16, gpu_percent:   96% | 4125MB
17, gpu_percent:   96% | 4125MB
18, gpu_percent:   96% | 4125MB
19, gpu_percent:   96% | 4125MB
20, gpu_percent:   96% | 4125MB
21, gpu_percent:   96% | 4125MB
22, gpu_percent:   96% | 4125MB
23, gpu_percent:   96% | 4125MB
24, gpu_percent:   96% | 4125MB
25, gpu_percent:   96% | 4125MB
26, gpu_percent:   96% | 4125MB
27, gpu_percent:   96% | 4125MB
28, gpu_percent:   96% | 4125MB
29, gpu_percent:   97% | 4125MB
30, gpu_percent:   96% | 4125MB
31, gpu_percent:   96% | 4125MB
32, gpu_percent:   96% | 4125MB
33, gpu_percent:   96% | 4125MB
34, gpu_percent:   96% | 4125MB
35, gpu_percent:   96% | 4125MB
36, gpu_percent:   96% | 4125MB
37, gpu_percent:   96% | 4125MB
38, gpu_percent:   96% | 4125MB
39, gpu_percent:   96% | 4125MB
40, gpu_percent:   96% | 4125MB
41, gpu_percent:   96% | 4125MB
42, gpu_percent:   96% | 4125MB
43, gpu_percent:   96% | 4125MB
44, gpu_percent:   96% | 4125MB
45, gpu_percent:   96% | 4125MB
46, gpu_percent:   96% | 4125MB
47, gpu_percent:   97% | 4125MB
48, gpu_percent:   96% | 4125MB
49, gpu_percent:   96% | 4125MB
50, gpu_percent:   97% | 4125MB
51, gpu_percent:   96% | 4125MB
52, gpu_percent:   96% | 4125MB
53, gpu_percent:   96% | 4125MB
54, gpu_percent:   96% | 4125MB
55, gpu_percent:   96% | 4125MB
56, gpu_percent:   97% | 4125MB
57, gpu_percent:   96% | 4125MB
58, gpu_percent:   96% | 4125MB
59, gpu_percent:   96% | 4125MB
60, gpu_percent:   96% | 4125MB
61, gpu_percent:   96% | 4125MB
62, gpu_percent:   96% | 4125MB
63, gpu_percent:   96% | 4125MB
64, gpu_percent:   96% | 4125MB
65, gpu_percent:    0% | 4125MB
66, gpu_percent:    0% | 4125MB
67, gpu_percent:    0% | 4125MB
68, gpu_percent:    0% | 4125MB
69, gpu_percent:    0% | 4125MB
70, gpu_percent:    0% | 4125MB
71, gpu_percent:    0% | 4125MB
72, gpu_percent:    0% | 4125MB
73, gpu_percent:    0% | 4125MB
74, gpu_percent:    0% | 4125MB
75, gpu_percent:    0% | 4125MB
76, gpu_percent:    0% | 4125MB
77, gpu_percent:    0% | 4125MB
78, gpu_percent:    0% | 4125MB
79, gpu_percent:    0% | 4125MB
80, gpu_percent:    0% | 4125MB
81, gpu_percent:    0% | 4125MB
