1, gpu_percent:    2% | 1277MB
2, gpu_percent:   94% | 2991MB
3, gpu_percent:   76% | 2555MB
4, gpu_percent:   78% | 2555MB
5, gpu_percent:   76% | 2555MB
6, gpu_percent:   78% | 2555MB
7, gpu_percent:   79% | 2555MB
8, gpu_percent:   76% | 2555MB
9, gpu_percent:   76% | 2555MB
10, gpu_percent:   75% | 2555MB
11, gpu_percent:   76% | 2555MB
12, gpu_percent:   77% | 2555MB
13, gpu_percent:   78% | 2555MB
14, gpu_percent:   87% | 2555MB
15, gpu_percent:   82% | 2555MB
16, gpu_percent:   79% | 2555MB
17, gpu_percent:   81% | 2555MB
18, gpu_percent:   87% | 2555MB
19, gpu_percent:   88% | 2555MB
20, gpu_percent:   84% | 2555MB
21, gpu_percent:   78% | 2555MB
22, gpu_percent:   79% | 2555MB
23, gpu_percent:   79% | 2555MB
24, gpu_percent:   78% | 2555MB
25, gpu_percent:   81% | 2555MB
26, gpu_percent:   89% | 2555MB
27, gpu_percent:   88% | 2555MB
28, gpu_percent:   87% | 2555MB
29, gpu_percent:   75% | 2555MB
30, gpu_percent:   78% | 2555MB
31, gpu_percent:   81% | 2555MB
32, gpu_percent:   77% | 2555MB
33, gpu_percent:   77% | 2555MB
34, gpu_percent:   77% | 2555MB
35, gpu_percent:   76% | 2555MB
36, gpu_percent:   82% | 2555MB
37, gpu_percent:   84% | 2555MB
38, gpu_percent:   74% | 2555MB
39, gpu_percent:   87% | 2555MB
40, gpu_percent:   73% | 2555MB
41, gpu_percent:   76% | 2555MB
42, gpu_percent:   92% | 2921MB
43, gpu_percent:    0% | 2975MB
44, gpu_percent:    0% | 2975MB
45, gpu_percent:   96% | 2975MB
46, gpu_percent:   96% | 2975MB
47, gpu_percent:   96% | 2975MB
48, gpu_percent:   93% | 3615MB
49, gpu_percent:   55% | 3025MB
50, gpu_percent:   51% | 3025MB
51, gpu_percent:   51% | 3025MB
52, gpu_percent:   55% | 3049MB
53, gpu_percent:   57% | 3049MB
54, gpu_percent:   51% | 3049MB
55, gpu_percent:   49% | 3049MB
56, gpu_percent:   48% | 3049MB
57, gpu_percent:   51% | 3049MB
58, gpu_percent:   51% | 3049MB
59, gpu_percent:   53% | 3049MB
60, gpu_percent:   55% | 3049MB
61, gpu_percent:   55% | 3049MB
62, gpu_percent:   53% | 3049MB
63, gpu_percent:   51% | 3049MB
64, gpu_percent:   53% | 3049MB
65, gpu_percent:   54% | 3049MB
66, gpu_percent:   52% | 3049MB
67, gpu_percent:   51% | 3049MB
68, gpu_percent:   84% | 3049MB
69, gpu_percent:   76% | 3049MB
70, gpu_percent:   73% | 3049MB
71, gpu_percent:   81% | 3049MB
72, gpu_percent:   82% | 3049MB
73, gpu_percent:   77% | 3049MB
74, gpu_percent:   76% | 3049MB
75, gpu_percent:   74% | 3049MB
76, gpu_percent:   86% | 3049MB
77, gpu_percent:   73% | 3049MB
78, gpu_percent:   75% | 3049MB
79, gpu_percent:   86% | 3049MB
80, gpu_percent:   74% | 3049MB
81, gpu_percent:   73% | 3049MB
82, gpu_percent:   87% | 3049MB
83, gpu_percent:   80% | 3049MB
84, gpu_percent:   74% | 3049MB
85, gpu_percent:   75% | 3049MB
86, gpu_percent:   81% | 3049MB
87, gpu_percent:   87% | 3049MB
88, gpu_percent:   86% | 3049MB
89, gpu_percent:   78% | 3049MB
90, gpu_percent:   75% | 3049MB
91, gpu_percent:   75% | 3049MB
92, gpu_percent:   78% | 3049MB
93, gpu_percent:   86% | 3049MB
94, gpu_percent:   79% | 3049MB
95, gpu_percent:   74% | 3049MB
96, gpu_percent:   77% | 3049MB
97, gpu_percent:   76% | 3049MB
98, gpu_percent:   78% | 3049MB
99, gpu_percent:   75% | 3049MB
100, gpu_percent:   78% | 3049MB
101, gpu_percent:   77% | 3049MB
102, gpu_percent:   86% | 3049MB
103, gpu_percent:   83% | 3049MB
104, gpu_percent:   76% | 3049MB
105, gpu_percent:   85% | 3049MB
106, gpu_percent:   85% | 3049MB
107, gpu_percent:    0% | 3049MB
108, gpu_percent:   18% | 3049MB
109, gpu_percent:   97% | 3049MB
110, gpu_percent:   96% | 3049MB
111, gpu_percent:   96% | 3049MB
112, gpu_percent:   52% | 3049MB
113, gpu_percent:   51% | 3049MB
114, gpu_percent:   51% | 3049MB
115, gpu_percent:   53% | 3049MB
116, gpu_percent:   54% | 3049MB
117, gpu_percent:   51% | 3049MB
118, gpu_percent:   51% | 3049MB
