1, gpu_percent:    1% | 465MB
2, gpu_percent:   59% | 647MB
3, gpu_percent:   58% | 647MB
4, gpu_percent:   58% | 647MB
5, gpu_percent:   65% | 647MB
6, gpu_percent:   65% | 647MB
7, gpu_percent:   61% | 647MB
8, gpu_percent:   63% | 647MB
9, gpu_percent:   13% | 647MB
10, gpu_percent:   13% | 647MB
11, gpu_percent:   16% | 647MB
12, gpu_percent:   15% | 647MB
13, gpu_percent:   15% | 647MB
14, gpu_percent:   15% | 647MB
15, gpu_percent:   16% | 647MB
16, gpu_percent:   16% | 647MB
17, gpu_percent:   15% | 647MB
18, gpu_percent:   16% | 647MB
19, gpu_percent:   15% | 647MB
20, gpu_percent:   18% | 647MB
21, gpu_percent:   16% | 647MB
22, gpu_percent:   16% | 647MB
23, gpu_percent:   16% | 647MB
24, gpu_percent:   16% | 647MB
25, gpu_percent:   15% | 647MB
26, gpu_percent:   15% | 647MB
27, gpu_percent:   64% | 647MB
28, gpu_percent:   54% | 647MB
29, gpu_percent:   54% | 647MB
30, gpu_percent:   54% | 647MB
31, gpu_percent:   55% | 647MB
32, gpu_percent:   53% | 647MB
33, gpu_percent:   56% | 647MB
34, gpu_percent:   56% | 647MB
35, gpu_percent:   10% | 647MB
36, gpu_percent:   11% | 647MB
37, gpu_percent:   12% | 647MB
38, gpu_percent:   12% | 647MB
39, gpu_percent:   12% | 647MB
40, gpu_percent:   13% | 647MB
41, gpu_percent:   13% | 647MB
42, gpu_percent:   13% | 647MB
43, gpu_percent:   14% | 647MB
44, gpu_percent:   14% | 647MB
45, gpu_percent:   13% | 647MB
46, gpu_percent:   12% | 647MB
47, gpu_percent:   13% | 647MB
48, gpu_percent:   13% | 647MB
49, gpu_percent:   13% | 647MB
50, gpu_percent:   13% | 647MB
51, gpu_percent:   13% | 647MB
52, gpu_percent:   13% | 647MB
53, gpu_percent:   13% | 647MB
54, gpu_percent:   13% | 647MB
55, gpu_percent:   57% | 647MB
56, gpu_percent:   61% | 647MB
57, gpu_percent:   60% | 647MB
58, gpu_percent:   65% | 647MB
59, gpu_percent:   59% | 647MB
60, gpu_percent:   59% | 647MB
61, gpu_percent:   59% | 647MB
62, gpu_percent:   13% | 647MB
63, gpu_percent:   13% | 647MB
64, gpu_percent:   12% | 647MB
65, gpu_percent:   15% | 647MB
66, gpu_percent:   16% | 647MB
67, gpu_percent:   16% | 647MB
68, gpu_percent:   16% | 647MB
69, gpu_percent:   15% | 647MB
70, gpu_percent:   16% | 647MB
71, gpu_percent:   15% | 647MB
72, gpu_percent:   16% | 647MB
73, gpu_percent:   16% | 647MB
74, gpu_percent:   14% | 647MB
75, gpu_percent:   16% | 647MB
76, gpu_percent:   15% | 647MB
77, gpu_percent:   15% | 647MB
78, gpu_percent:   16% | 647MB
79, gpu_percent:   16% | 647MB
80, gpu_percent:   16% | 647MB
81, gpu_percent:   61% | 647MB
82, gpu_percent:   60% | 647MB
83, gpu_percent:   59% | 647MB
84, gpu_percent:   60% | 647MB
85, gpu_percent:   59% | 647MB
86, gpu_percent:   60% | 647MB
87, gpu_percent:   60% | 647MB
88, gpu_percent:   13% | 647MB
89, gpu_percent:   14% | 647MB
90, gpu_percent:   14% | 647MB
91, gpu_percent:   13% | 647MB
92, gpu_percent:   13% | 647MB
93, gpu_percent:   13% | 647MB
94, gpu_percent:   14% | 647MB
95, gpu_percent:   14% | 647MB
96, gpu_percent:   14% | 647MB
97, gpu_percent:   13% | 647MB
98, gpu_percent:   14% | 647MB
99, gpu_percent:   14% | 647MB
100, gpu_percent:   13% | 647MB
101, gpu_percent:   13% | 647MB
102, gpu_percent:   13% | 647MB
103, gpu_percent:   13% | 647MB
104, gpu_percent:   13% | 647MB
105, gpu_percent:   14% | 647MB
106, gpu_percent:   23% | 647MB
107, gpu_percent:   57% | 647MB
108, gpu_percent:   59% | 647MB
109, gpu_percent:   60% | 647MB
110, gpu_percent:   57% | 647MB
111, gpu_percent:   65% | 647MB
